D.O. (mg/l),Temp,PH,Turbidity (NTU),CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,label
5.2,16.51,7.22,249,143,27.8,0.2,3108,0
5.5,16.51,7.22,249,60,25.8,1.28,34,0
5.6,16.51,7.22,249,34,4.1,0.39,780,0
6.4,16.54,7.22,249,125,25.3,0.34,40,0
6.8,16.53,7.22,249,175,1.7,0.59,36,0
5.4,16.54,7.22,249,39,1.2,0.54,528,0
7.9,16.56,7.22,249,39,1.8,0.35,79,0
6.2,16.57,7.21,249,61,1.9,0.18,63,0
8.2,16.56,7.21,249,71,1.2,4.41,40,0
6.6,16.58,7.21,249,129,0.8,0.32,59,0
7.9,16.6,7.21,249,503,1.8,0.58,48,0
9.6,16.56,7.21,249,69,26,0.72,34251,0
3.2,16.56,7.21,249,118,24,0.52,22223,0
5.5,16.58,7.21,249,80,7,0.3,83554,0
5,16.59,7.21,249,250,0.65,0.14,106333,0
7,16.62,7.21,249,74,0.93,0.38,60,0
7.2,16.62,7.21,249,44,0.98,0.23,59,0
6.6,16.63,7.22,249,195,1.03,0.45,52,0
6.7,16.65,7.22,249,207,1.36,0.4,94083,0
6.1,16.66,7.22,249,40,2.67,0.88,54083,0
5.4,16.65,7.22,249,41,2.93,0.31,552,0
7,16.66,7.22,249,60,8.8,0.39,43,0
4.8,16.69,7.22,249,99,3.6,0.17,115,0
4.9,16.72,7.22,249,123,2.4,0.27,68,0
6.4,16.73,7.22,249,220,2.9,0.39,29,0
6.7,16.73,7.22,249,219,4.2,0.18,86,0
5.7,16.73,7.22,249,5429,3.1,0.56,340,0
6.2,16.76,7.22,249,493,10.4,1.04,500,0
4.8,16.75,7.22,249,100,3.6,1.17,572,0
4.2,16.82,7.22,249,84,2.5,0.27,174,0
6.8,16.85,7.23,249,21254,1.5,0.32,227,0
6.5,16.88,7.23,249,312,1.6,0.23,1183,0
6.5,16.89,7.23,249,146,2.3,0.62,24,0
6.4,16.89,7.23,249,127,1.6,0.28,23,0
7.2,16.91,7.23,249,432,2.1,0.25,1817,0
7.2,16.91,7.23,249,126,1.4,0.29,5,0
7.4,16.91,7.23,249,128,1.3,0.3,2,0
7.2,16.93,7.23,249,129,2,0.22,64,0
6.4,16.95,7.23,249,10165,3.9,0.16,41,0
5.7,17.01,7.23,249,5835,3.9,0.22,13410,0
6.4,17.01,7.23,249,9245,3.9,0.26,2915,0
6.6,17.02,7.23,249,1907,4,0.29,6264,0
6.2,17.06,7.23,249,1896,1.7,1.1,3080,0
5.5,17.05,7.23,249,206,0.8,1.47,6086,0
7.5,17.09,7.23,249,239,1,0.73,3061,0
6.7,17.09,7.23,249,152,0.5,0.34,7908,0
6.9,17.1,7.23,249,146,0.5,0.62,9320,0
6.8,17.13,7.23,249,137,1.1,0.72,9554,0
6.8,17.18,7.23,249,263,7.4,0.35,23867,0
0.8,17.2,7.23,249,338,0.6,0.75,2813,0
7.1,17.2,7.23,249,79,0.5,1.39,7069,0
5.9,17.21,7.23,249,67,1.1,0.69,3559,0
5.1,17.22,7.23,249,59,0.7,1.16,3527,0
6.7,17.25,7.23,249,66,0.6,1.46,3757,0
5.8,17.26,7.23,249,67,0.7,0.73,1996,0
6.4,17.29,7.23,249,5341,0.6,0.94,9286,0
6.6,17.33,7.23,249,89,0.7,1.11,6054,0
5.4,17.36,7.23,249,136,1.3,0.36,3644,0
6.7,17.39,7.23,249,212,1.4,0.02,21036,0
6.4,17.41,7.23,249,134,1,0.3,1525,0
6.3,17.46,7.23,249,76,0.8,0.37,7130,0
6.2,17.49,7.23,249,11041,0.5,0.28,12282,0
6.9,17.51,7.23,249,75,0.5,0.23,1132,0
6.8,17.54,7.23,249,61,0.7,0.51,3612,0
6.6,17.59,7.23,249,769,0.3,0.06,8167,0
7,17.59,7.23,249,14083,0.5,0.08,163,0
7.5,17.6,7.23,249,92,0.3,0.22,94,0
7.4,17.62,7.23,249,1348,2.3,0.14,103,0
2.8,17.66,7.23,249,95,0.5,0.08,79,0
6.2,17.7,7.23,249,78,2.1,0.06,753,0
7.9,17.72,7.23,249,268,1.7,0.15,157,0
8.1,17.77,7.23,249,82,1.2,0.08,89,0
7.2,17.82,7.23,249,61,1.5,0.07,98,0
6.7,17.85,7.23,249,30298,3.5,0.07,300,0
7,17.86,7.23,249,310,1,0.16,93,0
7.5,17.88,7.23,249,97,0.9,0.15,745,0
6.8,17.91,7.23,249,51,1.8,1.75,112,0
6.8,17.97,7.23,249,1717,1.9,0.88,89,0
7.8,18.02,7.23,249,55,1.2,5.08,63,0
7.2,18.07,7.23,249,67,1.5,6.8,667,0
7.4,18.1,7.23,249,61,2.5,5,51,0
7.6,18.14,7.23,249,81,2.1,6.63,63,0
6.8,18.16,7.23,249,510,2,5.08,64,0
7.3,18.18,7.23,249,12150,1,4.77,88,0
6.9,18.22,7.23,249,50,1,7.65,124,0
7,18.23,7.23,249,34,2.5,8.6,124,0
7.9,18.24,7.23,249,72,74.8,14.85,118,0
3.9,18.27,7.22,249,99,19.6,8.1,138,0
4.9,18.32,7.22,249,125,2.1,6.78,120,0
7.4,18.33,7.22,249,116,8.1,6.18,85,0
6.1,18.39,7.22,249,107,26.3,5.9,98,0
6.7,18.49,7.22,249,13197,7.3,0.72,63,0
6.3,18.5,7.22,249,58,4.2,0.37,88,0
6.4,18.55,7.22,249,3453,9.8,0.38,68,0
6.5,18.58,7.22,249,14369,13.8,0.34,82,0
6.4,18.59,7.22,249,70,8.2,1.75,90,0
6.3,18.61,7.22,249,60,3.7,4.08,88,0
6.2,18.65,7.22,249,97,9.6,0.43,788,0
6,18.7,7.22,249,63,11.1,0.36,538,0
5.9,18.75,7.21,249,113,10.4,0.35,593,0
5.9,18.8,7.21,249,79,2.2,0.48,545,0
6.5,18.84,7.21,249,1789,26.3,0.58,435,0
4.9,19.9,7.21,249,890,2.175,2.67,278,0
6.625,19.91,7.21,249,160,1.5,2.41,277,0
5.175,19.92,7.21,249,111,2.025,2.31,940,0
6.4,19.97,7.21,249,139,1.575,2.89,774,0
6.2,19.99,7.22,249,288,1.7,1.12,597,0
7.4,20,7.22,249,95,1.3,3.01,311,0
7.6,20.01,7.22,249,84,1.425,2.89,388,0
7.35,20.03,7.22,249,3101,1.025,2.86,420,0
7.675,20.07,7.22,249,510,1.725,1.17,1894,0
7.125,20.08,7.23,249,88,1.575,3.88,927,0
7,20.1,7.23,249,338,4.014,1.62,1876,0
6.543,20.15,7.23,249,162,3.857,1.65,1357,0
6.7,20.2,7.23,249,182,4.633,2.2,1284,0
7.1,20.22,7.24,249,2219,5.4,2.62,1937,0
6.333,20.24,7.24,249,414,3.729,3.03,1573,0
6.471,20.28,7.24,249,635,4.5,0.82,1221,0
6.371,20.31,7.25,249,1051,4.4,3.88,376,0
6.7,20.32,7.25,249,636,1.757,2.88,438,0
6.2,20.35,7.25,249,993,1.071,3.35,523,0
7.286,20.37,7.26,249,632,1.313,5.02,261,0
6.525,20.41,7.26,249,973,0.467,4.92,205,0
6.917,20.45,7.26,249,1156,0.414,2.72,398,0
6.8,20.5,7.27,249,904,0.988,2.47,614,0
7.075,20.51,7.27,249,1110,1.4,3.42,201,0
7.013,20.54,7.27,249,1290,1.637,2.86,347,0
6.787,20.58,7.28,249,990,6.788,2.81,1097,0
4.1,20.62,7.28,249,914,0.733,2.97,78,0
6.9,20.66,7.28,249,1808,0.633,16.61,211,0
6.867,20.68,7.29,249,1302,1.033,11.61,1100,0
6.467,20.7,7.29,249,1286,0.933,14.84,1260,0
6.667,20.74,7.29,249,280,0.833,11.81,336,0
6.967,20.76,7.3,249,344,0.933,3.8,834,0
6.733,20.77,7.3,249,310,0.671,3.08,212,0
6.714,20.78,7.31,249,303,0.9,3.07,79,0
6.733,20.78,7.31,249,1630,1.1,10.61,18918,0
7.233,20.81,7.31,249,788,0.867,10.47,32918,0
6.233,20.82,7.32,249,468,0.533,3.02,17512,0
6.867,20.87,7.32,249,234,0.6,2.6,23191,0
6.433,20.92,7.33,249,527,0.533,3.93,30836,0
7.033,20.94,7.33,249,796,0.633,3.89,3900,0
6.633,20.96,7.33,249,388,0.7,0.13,22523,0
6.833,20.98,7.34,249,166,0.7,0.14,10469,0
6.333,21,7.34,249,125,0.267,0.17,31034,0
7.033,21.03,7.34,249,144,0.7,0.18,5289,0
7.3,21.18,7.37,249,130,1.5,6.88,474,0
7.95,21.22,7.37,249,109,1,3.42,59,0
5.8,21.25,7.37,249,246,1.5,3.1,74,0
7.525,21.32,7.38,249,177,1.1,0.11,82,0
4.325,21.4,7.39,248,120,2,0.84,104,0
6.925,21.45,7.4,248,110,3.667,1.48,77,0
6.825,21.47,7.4,248,213,1.333,0.18,65,0
6.7,21.5,7.4,248,174,1.667,0.22,58,0
6.75,21.53,7.41,248,244,4.35,0.07,84,0
5.87,21.59,7.41,248,162,3.267,0.34,113,0
6.033,21.61,7.41,248,163,12,3.12,160405392,0
4.867,21.72,7.42,248,208,13.333,1.66,4975,0
4.833,21.77,7.42,248,158,6.933,0.33,56000,0
5.1,21.79,7.43,248,338,5.4,0.24,6025,0
6.8,21.81,7.43,248,269,14.667,0.42,54250,0
4.2,21.84,7.43,248,109,9.333,0.27,26750,0
5.533,21.87,7.44,248,131,6.267,0.28,30500,0
5.2,21.93,7.44,248,116,21,0.18,55250,0
4.2,21.96,7.44,248,112,21.333,0.33,43700,0
4.033,21.98,7.45,248,169,20.333,0.22,8425,0
4.133,22.03,7.45,248,128,17,0.44,50000,0
5.35,22.09,7.45,248,221,16,0.18,57500,0
4.05,22.14,7.46,248,193,14,0.28,43750,0
6.1,22.34,7.47,248,170,87,0.43,9,0
0.6,22.37,7.48,248,95,130,0.31,19,0
7.2,22.45,7.49,248,93,6.2,0.42,120,0
4.6,22.48,7.49,248,568,1.6,0.32,5,0
8.8,22.5,7.49,248,42,1,0.49,6,0
10,22.53,7.5,248,45,1.8,0.46,6,0
9,22.59,7.5,248,59,0.5,1.47,12,0
7.767,22.62,7.5,248,1072,0.6,2.47,6,0
7.167,22.67,7.51,248,250,0.4,0.4,32,0
8.533,22.7,7.51,248,37,0.5,0.95,57,0
8.867,22.73,7.52,248,72,1.758,1.61,56,0
5.6,22.79,7.52,248,38,10.825,0.42,57,0
7.2,22.92,7.54,248,61,19.663,0.54,36,0
5,22.93,7.54,248,39,11.333,3.1,49,0
6.2,22.96,7.55,248,41,4,0.86,29,0
7.2,22.98,7.55,248,93,5,0.75,32,0
6.2,23.01,7.56,248,69,14.847,0.74,63,0
3.9,23.02,7.56,248,46,4.632,0.73,11,0
7.2,23.05,7.57,248,42,2.304,0.45,1072,0
6.9,23.08,7.57,248,101,2.754,3.08,41,0
7.8,23.12,7.58,248,49,1.893,2.04,47,0
6.7,23.15,7.59,248,49,2.503,2.32,45,0
8.3,23.19,7.59,248,58,2.375,6.41,42,0
8.1,23.22,7.6,248,235,2.242,5.37,2722,0
7.7,23.22,7.6,248,182,2.423,0.48,23,0
8.6,23.25,7.61,248,281,2.144,0.44,463,0
7.7,23.27,7.62,248,382,1.681,0.48,33,0
7.4,23.3,7.62,248,48,4.165,0.45,444,0
7,23.3,7.63,248,48,6.1,0.5,63,0
5.9,23.33,7.64,248,49,7.08,0.44,53,0
4.1,23.35,7.65,248,286,441.8,0.76,35,0
3.9,23.38,7.65,248,194,2.12,0.49,56,0
5.7,23.41,7.66,248,107,5.64,0.83,43,0
6.1,23.44,7.67,248,51,9.75,0.77,87,0
6.2,23.44,7.67,248,46,13,0.93,46,0
6.3,23.47,7.68,248,49,1.6,0.25,31444,0
7.1,23.5,7.69,248,297,1.333,0.49,20056,0
7.4,23.51,7.7,248,287,4,0.18,62333,0
7.3,23.52,7.7,248,375,1.755,0.16,96944,0
5.9,23.51,7.71,248,349,1.164,0.99,56,0
7.4,23.51,7.72,248,165,1.325,0.46,50,0
7.1,23.52,7.73,248,155,0.458,0.55,45,0
6.8,23.51,7.73,248,168,0.475,0.47,85667,0
6.8,23.52,7.74,248,218,1.117,0.4,43333,0
6.8,23.54,7.75,248,4909,1.692,0.35,476,0
7.2,23.57,7.76,248,23576,1.275,0.15,122,0
5.4,23.63,7.79,248,249,0.675,0.13,325,0
6.7,23.66,7.8,248,2754,0.575,0.08,520,0
6.9,23.67,7.8,248,212,0.575,0.92,575,0
6.8,23.7,7.82,248,304,0.7,0.15,10,0
5.8,23.68,7.82,248,1315,0.7,0.76,350,0
6.8,23.69,7.83,248,36593,0.7,0.25,25478,0
7.1,23.68,7.83,248,1291,1.05,1.87,15173,0
6.3,23.71,7.84,248,18865,0.65,0.34,13,0
6.3,23.7,7.85,248,605,0.5,0.16,90,0
6.9,23.7,7.85,248,600,0.675,0.27,3808,0
6.4,23.73,7.86,248,729,1.15,0.24,11113,0
6.8,23.73,7.86,248,2670,0.975,0.13,2309,0
6.8,23.74,7.87,248,43,0.55,0.28,3322,0
7.1,23.73,7.87,248,59,0.425,0.11,5793,0
7,23.76,7.88,248,106,2.025,0.19,3636,0
2.4,23.75,7.89,248,516,4.942,0.87,4517,0
6.7,23.77,7.89,248,87,4.475,0.41,5840,0
6.8,23.76,7.9,248,74,4.4,0.49,4388,0
6.5,23.76,7.9,248,127,9.875,0.38,3949,0
5.1,23.74,7.91,248,226,5.125,0.44,16691,0
6.5,23.74,7.91,248,93,4.958,0.58,2404,0
6.6,23.74,7.92,248,76,4.5,0.43,4267,0
6.6,23.77,7.92,248,113,3,0.22,3567,0
7.9,23.79,7.93,248,100,2.027,0.39,2446,0
7.4,23.81,7.93,248,273,3.525,0.95,3496,0
7,23.79,7.94,248,201,3.233,0.65,1404,0
6.9,23.77,7.94,248,245,4.043,0.42,5889,0
7.3,23.77,7.94,248,75,3.4,0.75,3937,0
8,23.77,7.95,248,74,11.57,1.21,2794,0
5.5,23.78,7.95,248,108,8.693,1.35,14217,0
7,23.77,7.96,248,111,7.475,0.4,2280,0
6.6,23.76,7.96,248,129,5.067,0.26,1330,0
6.4,23.73,7.97,248,130,2.1,0.3,2517,0
7.1,23.75,7.97,248,2323,1.967,0.36,3059,0
8.1,23.73,7.98,248,462,2.133,0.39,831,1
7.5,23.68,8,248,28018,1.775,0.34,75,1
7.5,23.67,8,248,350,2.25,0.03,408,1
7.5,23.69,8,248,133,3.125,0.12,68,1
6,23.68,8.01,248,143,2.175,0.24,295,1
6.1,23.66,8.01,248,129,2.747,0.71,451,1
8.1,23.65,8.02,248,130,2.067,0.78,168,1
7.3,23.65,8.02,248,130,14.533,1.62,964,1
4.9,23.67,8.02,248,120,6.7,2.41,107,1
6.3,23.66,8.03,248,139,14.25,1.17,241,1
6.1,23.65,8.03,248,13925,4.25,0.64,209,1
6.8,23.62,8.04,248,274,3.85,2.6,173,1
6.7,23.6,8.04,248,326,8.35,1.28,284,1
5.9,23.61,8.04,248,7392,4.3,0.39,297,1
6.5,23.58,8.04,248,12051,3.75,0.63,191,1
6.9,23.55,8.05,248,162,14.7,0.67,268,1
5.1,23.54,8.05,248,212,14.76,1,86,1
5,23.55,8.05,248,227,16.25,1.73,139,1
5.1,23.53,8.06,248,314,7,0.65,123,1
6.2,23.51,8.06,248,151,1.39,0.45,116,1
4.4,23.51,8.06,248,123,1.26,0.59,126,1
4.2,23.53,8.07,248,139,36,0.53,134,1
4,23.5,8.07,248,313,4.4,0.57,115,1
8,23.49,8.07,248,215,341.833,0.65,245,1
4.2,23.47,8.07,248,204,1.443,0.1,74,1
5,23.45,8.08,248,205,1.407,0.02,77,1
7.5,23.44,8.08,248,72,3.555,0.07,142,1
6.6,23.44,8.08,248,70,1.723,0.34,73,1
6.8,23.44,8.08,248,52,1.229,0.24,64,1
6.7,23.44,8.09,248,830,0.943,0.09,79,1
7.1,23.43,8.09,248,95,0.977,1.21,112,1
7.4,23.41,8.09,248,164,2.675,3.83,123,1
6.6,23.41,8.09,248,231,2.091,15,108,1
6.6,23.39,8.1,248,101,2.092,4.2,637,1
5.4,23.38,8.1,248,64,1.802,13.75,670,1
5.4,23.4,8.1,248,4600,2.552,14.18,541,1
5.3,23.42,8.1,248,52,1.7,13.2,609,1
7.8,23.4,8.11,248,265,3.4,19.2,538,1
7.5,23.4,8.11,248,12769,2.4,16.4,528,1
7,23.4,8.11,248,90,1.8,5.03,2025,1
7.2,23.41,8.11,248,248,4.2,15.8,676,1
7.9,23.4,8.11,248,94,4.7,12.15,992,1
7,23.41,8.12,248,76,1.8,8.3,780,1
7.2,23.42,8.12,248,25964,1.9,0.68,255,1
8,23.38,8.13,248,58,11.7,0.48,660,1
7.5,23.4,8.13,248,77,2.5,4.78,810,1
8.1,23.38,8.13,248,80,2,0.51,680,1
8.1,23.36,8.14,248,666,3,1.02,626,1
8.1,23.35,8.14,248,12768,19.5,0.26,1308,1
7.8,23.28,8.18,248,121,5.2,0.56,2200,1
7.7,23.29,8.18,248,64,6.5,0.52,1223,1
7.5,23.31,8.18,248,57,5.6,0.69,1636,1
7.3,23.33,8.18,248,211,6,0.52,542,1
7.4,23.34,8.19,248,263,5.9,0.84,323,1
7.4,23.32,8.19,248,111,2.4,0.11,1241,1
7.3,23.3,8.19,248,205,1.2,0.11,528,1
7.4,23.31,8.19,247,283,3.2,0.11,336,1
7.5,23.32,8.19,247,263,1.9,0.11,464,1
7.4,23.29,8.19,247,13103,1.3,0.3,141,1
7.4,23.29,8.19,247,207,17.2,0.8,810,1
7.3,23.28,8.19,247,198,18.5,18.73,1813,1
7.5,23.25,8.19,247,729,6.8,25.71,362,1
6.9,23.25,8.19,247,1086,5.9,19.69,343,1
3.1,23.26,8.19,247,10910,2.2,2.61,1517,1
6.9,23.28,8.19,247,17990,1.8,2.66,1458,1
6.9,23.28,8.19,247,48500,2.3,3.6,398,1
7,23.3,8.19,247,830,1.6,3.67,995,1
8.1,23.32,8.19,247,104,1.7,10.45,70,1
7.7,23.33,8.2,247,440,3,0.45,137,1
7.4,23.35,8.2,247,732,2.1,0.35,15083,1
7.2,23.35,8.2,247,1322,9,0.62,32017,1
8,23.32,8.2,247,809,1.9,0.4,5395,1
7.6,23.3,8.2,247,1103,1.3,0.26,4348,1
7.2,23.32,8.2,247,906,1.5,0.2,5142,1
7.3,23.31,8.2,247,1064,2.3,0.51,4586,1
7.1,23.32,8.2,247,1197,1.2,0.87,4319,1
7.5,23.3,8.2,247,1383,2,0.65,1116,1
6.9,23.32,8.2,247,1063,1.4,0.36,3573,1
7,23.3,8.2,247,1532,2.7,0.44,2324,1
6.7,23.29,8.2,247,650,2,0.56,589,1
5.7,23.26,8.2,247,390,1.7,0.75,89,1
6.3,23.25,8.2,247,334,3.8,0.68,131,1
5.8,23.26,8.2,247,316,1.9,0.59,300,1
5.8,23.27,8.2,247,1261,1.5,0.46,91,1
5.5,23.28,8.2,247,304,1.4,0.61,118,1
6.1,23.29,8.2,247,743,1,0.6,87,1
6.4,23.27,8.2,247,657,2.2,0.57,174,1
6.4,23.25,8.2,247,623,2.3,0.58,123,1
6.3,23.25,8.2,247,252,1.2,0.13,90,1
7.1,23.24,8.2,247,17,1.4,0.19,104,1
6.7,23.25,8.2,247,157,1.7,0.23,249,1
7.4,23.26,8.2,247,164,1.1,2.16,251,1
6.9,23.24,8.2,247,141,1.6,2.15,300000000,1
7.3,23.24,8.2,247,527,1,1.79,5500,1
7.3,23.24,8.2,247,116,1.2,1.1,63000,1
7,23.24,8.2,247,160,1.5,0.27,10000,1
7.3,23.21,8.2,247,47,1.8,3.32,57750,1
5.3,23.2,8.2,247,116,1.6,0.15,34750,1
6.3,23.18,8.2,247,179,1.4,0.4,40667,1
5.4,23.18,8.2,247,220,4.7,0.4,65000,1
2.2,23.19,8.2,247,180,2.6,2.02,55000,1
5.2,23.19,8.2,247,367,1.8,0.46,12000,1
5.6,23.16,8.2,247,249,1.5,0.79,66250,1
5.5,23.18,8.2,247,182,1.4,0.57,40500,1
7.3,23.17,8.2,247,356,2,0.53,29500,1
6.9,23.16,8.2,247,64,5.2,1.47,4,1
6.8,23.13,8.2,247,83,4.9,0.3,19,1
6.7,23.13,8.2,247,81,10.3,1.02,22,1
5.1,23.12,8.2,247,308,3.6,0.53,23,1
6.4,23.09,8.21,247,305,7.7,0.44,235,1
5.5,23.1,8.21,247,77,9.9,0.15,16,1
5.3,23.11,8.21,247,176,4.8,0.77,12,1
6.7,23.09,8.21,247,93,31.3,0.42,21,1
3.6,23.08,8.21,247,121,3.1,0.68,14,1
7.2,23.1,8.21,247,620,6.4,0.14,46,1
5.9,23.09,8.21,247,72,7.4,0.42,31,1
5.4,23.07,8.21,247,247,5.4,1.33,45,1
5.8,23.06,8.21,247,188,5.1,0.5,51,1
5.9,23.08,8.21,247,224,8.5,0.38,54,1
6,23.05,8.21,247,144,6.1,0.24,16,1
6.1,23.03,8.21,247,319,6.4,0.44,75,1
5.9,23,8.21,247,79,4.6,0.34,52,1
6.3,23.01,8.21,247,39,3.5,0.26,114,1
6.7,23,8.21,247,322,3.1,0.46,39,1
6.8,23.01,8.21,247,192,3.3,0.52,33,1
6.8,23.01,8.21,247,282,3.3,1.49,10,1
6.9,22.99,8.21,247,275,3.4,0.56,30,1
6.9,23.01,8.21,247,55,4.9,0.4,60,1
6.8,23.03,8.21,247,415,4.6,0.44,48,1
6.6,23.03,8.21,247,100,5,0.26,59,1
6.7,23.01,8.21,247,95,4.9,0.46,46,1
6.7,22.99,8.21,247,99,5.5,0.56,80,1
5.9,22.98,8.22,247,85,4.6,1.62,20,1
6.3,22.95,8.22,247,80,4.7,0.37,16,1
6.6,22.94,8.22,247,3937,5,0.66,73,1
6.8,22.92,8.22,247,468,2.7,0.6,26,1
7.1,22.9,8.22,247,541,2.7,0.42,24,1
7,22.88,8.22,247,6166,2.7,0.45,58,1
7.2,22.88,8.22,247,24062,1.4,0.73,30,1
6.7,22.87,8.22,247,83,1.4,1.25,48,1
5.8,22.86,8.22,247,4424,1.4,0.12,522,1
6.6,22.85,8.22,247,226,1.4,0.22,412,1
6.7,22.85,8.22,247,268,0.9,0.33,12,1
6.7,22.86,8.22,246,2413,1.2,0.53,32,1
6.5,22.84,8.22,246,384,1.6,0.27,55,1
6.3,22.82,8.22,246,269,0.7,0.31,31,1
7,22.8,8.22,246,269,1.6,0.63,41,1
6.6,22.79,8.22,246,196,1.1,1.29,20,1
6.9,22.78,8.22,246,269,0.8,0.51,30,1
7,22.79,8.22,246,223,0.8,0.43,41,1
6.7,22.76,8.22,246,9293,0.7,0.66,67,1
7.2,22.73,8.23,246,170,1.1,0.85,38,1
7.5,22.7,8.23,246,4175,1.7,0.29,36,1
3,22.71,8.23,246,4282,0.7,0.61,56,1
5.9,22.68,8.23,246,5551,1.6,0.56,39,1
6.7,22.66,8.23,246,5390,2,0.63,50,1
6.1,22.64,8.23,246,161,1.7,0.11,45,1
6.7,22.66,8.23,246,138,1.6,0.08,55,1
6.9,22.65,8.23,246,81,1.6,0.47,408,1
2.1,22.66,8.23,246,194,1.9,0.26,33,1
2.5,22.66,8.23,246,186,1.4,0.54,27,1
7.2,22.64,8.23,246,207,1.2,0.49,22,1
3.7,22.62,8.23,246,85,1.2,0.42,33,1
6.1,22.61,8.23,246,176,0.5,0.4,21,1
6.7,22.6,8.23,246,178,1.2,0.25,326,1
7.6,22.59,8.23,246,180,26.9,0.63,35,1
1.9,22.58,8.23,246,85,0.1,0.22,36,1
7.4,22.59,8.23,246,77,1.3,2.41,40,1
6.4,22.61,8.24,246,75,1.1,3.34,33,1
5.4,22.58,8.24,246,82,1.6,2.43,2600,1
5.6,22.59,8.24,246,56,1.2,0.67,21,1
7.1,22.58,8.24,246,2240,1.5,0.4,538,1
5.9,22.58,8.24,246,73,1.1,0.71,22,1
7.4,22.57,8.24,246,130,0.7,0.1,25,1
7.2,22.54,8.24,246,191,0.6,0.2,418,1
6.5,22.56,8.24,246,134,0.8,0.1,49,1
6.8,22.53,8.24,246,80,1.7,0.5,45,1
6.8,22.51,8.24,245,14526,1.4,0.4,31,1
6.6,22.49,8.24,245,82,0.6,0.1,43,1
6.4,22.49,8.24,245,67,1.9,0.3,40,1
7.3,22.49,8.24,245,965,0.5,0.2,32,1
6.8,22.49,8.24,245,17990,2.1,0.1,43,1
5.6,22.48,8.24,245,90,0.6,0.1,23000,1
6.9,22.48,8.24,245,4429,1.8,0.1,15500,1
7.1,22.49,8.24,245,87,1.5,0.1,62667,1
6.2,22.5,8.25,245,85,0.6,0.4,87167,1
6.7,22.51,8.25,245,101,0.6,0.1,41,1
7.2,22.53,8.25,245,83,1.3,0.2,45,1
6,22.54,8.25,245,75,0.6,0.2,38,1
5.2,22.53,8.25,245,32005,0.7,0.1,84500,1
4.8,22.52,8.25,245,281,0.5,0.3,45250,1
3.9,22.51,8.25,245,106,1.8,0.1,425,1
5,22.48,8.25,245,58,1.1,0.3,81,1
7,22.5,8.25,245,2941,1.2,1.4,22,1
6.3,22.49,8.25,245,35,1.3,0.1,26,1
6.2,22.47,8.25,245,63,1.9,1.2,438,1
5.7,22.47,8.25,245,65,3.1,0.3,204,1
5.7,22.47,8.25,245,90,1.3,0.1,625,1
6.6,22.47,8.25,245,728,1.3,0.1,503,1
6.6,22.48,8.25,245,13953,0.9,0.1,316,1
6.5,22.5,8.25,245,57,0.9,0.1,516,1
6.7,22.5,8.26,244,41,1.8,0.1,616,1
7.7,22.43,8.26,244,68,1,0.3,46,1
5.4,22.4,8.26,244,14410,0.7,0.2,6,1
7.1,22.39,8.26,244,22757,0.9,2.2,30,1
6.9,22.38,8.26,244,66,2.4,0.8,3550,1
7.3,22.35,8.26,244,59,2.1,0.4,6800,1
7.5,22.37,8.26,244,120,1,1.5,3200,1
6.4,22.37,8.27,244,55,1,0.6,77,1
6.5,22.35,8.27,244,86,1.3,1.2,2450,1
7.7,22.34,8.27,244,62,2.1,0.4,15,1
7.5,22.32,8.27,244,3185,0.7,0.5,20,1
7.3,22.33,8.27,244,36,0.7,0.4,2300,1
7.4,22.36,8.27,244,86,1.7,1.8,178,1
7.5,22.35,8.27,243,2640,1.5,1.4,113,1
7.2,22.34,8.27,243,53,1.5,1.6,166,1
6.6,22.36,8.27,243,2007,1,1.6,169,1
7.5,22.37,8.27,243,46,0.8,1.7,169,1
6,22.4,8.28,243,61,2,0.6,137,1
6.5,22.4,8.28,243,1614,2.9,0.7,173,1
6.8,22.38,8.28,243,20950,2.5,0.4,171,1
6.6,22.35,8.28,243,14487,2.5,0.9,149,1
6.6,22.36,8.28,243,54,2.2,0.9,135,1
6.7,22.36,8.28,243,569,2.7,1,166,1
6.7,22.34,8.28,243,310,4.6,1,181,1
6.7,22.32,8.28,243,516,2.7,0.8,137,1
6.7,22.29,8.28,243,109,2.5,1,105,1
6.6,22.27,8.28,243,83,2.5,0.2,93,1
6.8,22.28,8.28,242,102,2.4,0.2,541,1
6.5,22.29,8.29,242,92,2.5,0,63,1
6.6,22.27,8.29,242,232,104.5,0.1,285,1
5.8,22.25,8.29,242,196,22,0.4,282,1
4.8,22.22,8.29,242,244,10,0.6,1164,1
5.5,22.23,8.29,242,243,23.7,0.5,72,1
5.1,22.21,8.29,242,296,10,0.1,409,1
5.5,22.23,8.29,242,25034,16.3,1.2,307,1
5,22.22,8.29,242,194,27.5,0.5,135,1
4.9,22.23,8.29,242,170,19.3,0.9,133,1
5,22.21,8.29,242,386,13.3,1.6,124,1
5.3,22.21,8.29,242,21600,21,0.2,158,1
4.9,22.19,8.29,242,21600,23,0.2,226,1
4.1,22.19,8.29,242,26600,17,0.8,147,1
4.8,22.21,8.29,242,13000,19.8,0.3,116,1
4,22.18,8.3,242,101,1.3,0.7,71,1
7.8,22.19,8.3,241,136,1.3,2.5,102,1
7.7,22.17,8.3,241,226,1.6,0.1,90,1
